"Area","Taxa","Year","Trait","Variable","Value"
"EBS","Benthos",1979,"Epibenthic","abundance",0.278134825290676
"EBS","Benthos",1979,"Epibenthic","biomass",0.107947077593654
"EBS","Benthos",1979,"Lecitotrophic","abundance",0.260411481511706
"EBS","Benthos",1979,"Lecitotrophic","biomass",NA
"EBS","Benthos",1979,"Middle","abundance",0.306632641176483
"EBS","Benthos",1979,"Middle","biomass",0.425893625205441
"EBS","Benthos",1979,"Planktotrophic","abundance",0.33853858655216
"EBS","Benthos",1979,"Planktotrophic","biomass",NA
"EBS","Benthos",1979,"Predator","abundance",0.349911915539921
"EBS","Benthos",1979,"Predator","biomass",0.130799934296978
"EBS","Benthos",1979,"Scavenger","abundance",0.0323449114696571
"EBS","Benthos",1979,"Scavenger","biomass",0.00109189351782223
"EBS","Benthos",1979,"Size","abundance",4.00331391826668
"EBS","Benthos",1979,"Size","biomass",4.11748992952498
"EBS","Benthos",1979,"Suspension.feeder","abundance",0.0457431458145997
"EBS","Benthos",1979,"Suspension.feeder","biomass",0.0259268531989038
"EBS","Benthos",1979,"Top","abundance",0.368793231721193
"EBS","Benthos",1979,"Top","biomass",0.424426007461697
"EBS","Benthos",1980,"Deposit.feeder","abundance",0.531345521313046
"EBS","Benthos",1980,"Deposit.feeder","biomass",0.466211530391267
"EBS","Benthos",1980,"Direct.dvlpt","abundance",0.347742870439423
"EBS","Benthos",1980,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1980,"Epibenthic","abundance",0.341596882932658
"EBS","Benthos",1980,"Epibenthic","biomass",0.25703958263778
"EBS","Benthos",1980,"Lecitotrophic","abundance",0.215882873675381
"EBS","Benthos",1980,"Lecitotrophic","biomass",NA
"EBS","Benthos",1980,"Middle","abundance",0.310884037228765
"EBS","Benthos",1980,"Middle","biomass",0.36594777284285
"EBS","Benthos",1980,"Planktotrophic","abundance",0.414780343730411
"EBS","Benthos",1980,"Planktotrophic","biomass",NA
"EBS","Benthos",1980,"Predator","abundance",0.390378828428199
"EBS","Benthos",1980,"Predator","biomass",0.268613415869534
"EBS","Benthos",1980,"Scavenger","abundance",0
"EBS","Benthos",1980,"Scavenger","biomass",0
"EBS","Benthos",1980,"Size","abundance",3.9944997499414
"EBS","Benthos",1980,"Size","biomass",3.70781996077786
"EBS","Benthos",1980,"Suspension.feeder","abundance",0.0441240835279408
"EBS","Benthos",1980,"Suspension.feeder","biomass",0.0137162649733006
"EBS","Benthos",1980,"Top","abundance",0.333223564948604
"EBS","Benthos",1980,"Top","biomass",0.366242081087371
"EBS","Benthos",1981,"Deposit.feeder","abundance",0.539676694627683
"EBS","Benthos",1981,"Deposit.feeder","biomass",0.505059183830759
"EBS","Benthos",1981,"Direct.dvlpt","abundance",0.406984100914186
"EBS","Benthos",1981,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1981,"Epibenthic","abundance",0.2384710789889
"EBS","Benthos",1981,"Epibenthic","biomass",0.184955495060105
"EBS","Benthos",1981,"Lecitotrophic","abundance",0.228644397408546
"EBS","Benthos",1981,"Lecitotrophic","biomass",NA
"EBS","Benthos",1981,"Middle","abundance",0.31806427749779
"EBS","Benthos",1981,"Middle","biomass",0.379152252683394
"EBS","Benthos",1981,"Planktotrophic","abundance",0.329986633548917
"EBS","Benthos",1981,"Planktotrophic","biomass",NA
"EBS","Benthos",1981,"Predator","abundance",0.332927533698802
"EBS","Benthos",1981,"Predator","biomass",0.210553140096618
"EBS","Benthos",1981,"Scavenger","abundance",0.024876658086837
"EBS","Benthos",1981,"Scavenger","biomass",0.00683985873096399
"EBS","Benthos",1981,"Size","abundance",4.02001483032369
"EBS","Benthos",1981,"Size","biomass",4.14892751275149
"EBS","Benthos",1981,"Suspension.feeder","abundance",0.0642185670574202
"EBS","Benthos",1981,"Suspension.feeder","biomass",0.134736851980412
"EBS","Benthos",1981,"Top","abundance",0.359751622058871
"EBS","Benthos",1981,"Top","biomass",0.395147390739348
"EBS","Benthos",1982,"Deposit.feeder","abundance",0.301690292300777
"EBS","Benthos",1982,"Deposit.feeder","biomass",0.386316337148803
"EBS","Benthos",1982,"Direct.dvlpt","abundance",0.272864443064426
"EBS","Benthos",1982,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1982,"Epibenthic","abundance",0.348720366847422
"EBS","Benthos",1982,"Epibenthic","biomass",0.150331356818975
"EBS","Benthos",1982,"Lecitotrophic","abundance",0
"EBS","Benthos",1982,"Lecitotrophic","biomass",NA
"EBS","Benthos",1982,"Middle","abundance",0.197149935163435
"EBS","Benthos",1982,"Middle","biomass",0.393375982940157
"EBS","Benthos",1982,"Planktotrophic","abundance",0.581997254157423
"EBS","Benthos",1982,"Planktotrophic","biomass",NA
"EBS","Benthos",1982,"Predator","abundance",0.468314114832006
"EBS","Benthos",1982,"Predator","biomass",0.187343506401474
"EBS","Benthos",1982,"Scavenger","abundance",0
"EBS","Benthos",1982,"Scavenger","biomass",0
"EBS","Benthos",1982,"Size","abundance",3.55983643772032
"EBS","Benthos",1982,"Size","biomass",3.44903386364954
"EBS","Benthos",1982,"Suspension.feeder","abundance",0.128274107755558
"EBS","Benthos",1982,"Suspension.feeder","biomass",0.4142850837508
"EBS","Benthos",1982,"Top","abundance",0.335931016119092
"EBS","Benthos",1982,"Top","biomass",0.416579147447919
"EBS","Benthos",1986,"Deposit.feeder","abundance",0.413409646898206
"EBS","Benthos",1986,"Deposit.feeder","biomass",0.322290874524715
"EBS","Benthos",1986,"Direct.dvlpt","abundance",0.467417223105163
"EBS","Benthos",1986,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1986,"Epibenthic","abundance",0.392939558441683
"EBS","Benthos",1986,"Epibenthic","biomass",0.508555133079848
"EBS","Benthos",1986,"Lecitotrophic","abundance",0.157205783016047
"EBS","Benthos",1986,"Lecitotrophic","biomass",NA
"EBS","Benthos",1986,"Middle","abundance",0.212799172866166
"EBS","Benthos",1986,"Middle","biomass",0.162385931558935
"EBS","Benthos",1986,"Planktotrophic","abundance",0.374719368793606
"EBS","Benthos",1986,"Planktotrophic","biomass",NA
"EBS","Benthos",1986,"Predator","abundance",0.490358713802971
"EBS","Benthos",1986,"Predator","biomass",0.634077946768061
"EBS","Benthos",1986,"Scavenger","abundance",0.0154261638950353
"EBS","Benthos",1986,"Scavenger","biomass",0
"EBS","Benthos",1986,"Size","abundance",3.89741785744163
"EBS","Benthos",1986,"Size","biomass",3.76370678815729
"EBS","Benthos",1986,"Suspension.feeder","abundance",0.0788825544770601
"EBS","Benthos",1986,"Suspension.feeder","biomass",0.0423479087452471
"EBS","Benthos",1986,"Top","abundance",0.373281685794902
"EBS","Benthos",1986,"Top","biomass",0.328735741444867
"EBS","Benthos",1987,"Deposit.feeder","abundance",0.423725423669603
"EBS","Benthos",1987,"Deposit.feeder","biomass",0.289840126097726
"EBS","Benthos",1987,"Direct.dvlpt","abundance",0.428234513736789
"EBS","Benthos",1987,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1987,"Epibenthic","abundance",0.365502896223731
"EBS","Benthos",1987,"Epibenthic","biomass",0.51159648727764
"EBS","Benthos",1987,"Lecitotrophic","abundance",0.129151381103109
"EBS","Benthos",1987,"Lecitotrophic","biomass",NA
"EBS","Benthos",1987,"Middle","abundance",0.234396718870235
"EBS","Benthos",1987,"Middle","biomass",0.173722134654357
"EBS","Benthos",1987,"Planktotrophic","abundance",0.442614105160103
"EBS","Benthos",1987,"Planktotrophic","biomass",NA
"EBS","Benthos",1987,"Predator","abundance",0.492369953218932
"EBS","Benthos",1987,"Predator","biomass",0.611501913983337
"EBS","Benthos",1987,"Scavenger","abundance",0
"EBS","Benthos",1987,"Scavenger","biomass",0
"EBS","Benthos",1987,"Size","abundance",3.82060818444593
"EBS","Benthos",1987,"Size","biomass",3.64106704078177
"EBS","Benthos",1987,"Suspension.feeder","abundance",0.081798555493449
"EBS","Benthos",1987,"Suspension.feeder","biomass",0.0977662688583652
"EBS","Benthos",1987,"Top","abundance",0.400100384906034
"EBS","Benthos",1987,"Top","biomass",0.314681378068003
"EBS","Benthos",1988,"Deposit.feeder","abundance",0.416112779659149
"EBS","Benthos",1988,"Deposit.feeder","biomass",0.318771731271024
"EBS","Benthos",1988,"Direct.dvlpt","abundance",0.387406708751055
"EBS","Benthos",1988,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1988,"Epibenthic","abundance",0.403616975363273
"EBS","Benthos",1988,"Epibenthic","biomass",0.605457029427634
"EBS","Benthos",1988,"Lecitotrophic","abundance",0.136262171098413
"EBS","Benthos",1988,"Lecitotrophic","biomass",NA
"EBS","Benthos",1988,"Middle","abundance",0.211082547406056
"EBS","Benthos",1988,"Middle","biomass",0.148290590208164
"EBS","Benthos",1988,"Planktotrophic","abundance",0.439118975558384
"EBS","Benthos",1988,"Planktotrophic","biomass",NA
"EBS","Benthos",1988,"Predator","abundance",0.463914817815235
"EBS","Benthos",1988,"Predator","biomass",0.649176916886999
"EBS","Benthos",1988,"Scavenger","abundance",0
"EBS","Benthos",1988,"Scavenger","biomass",0
"EBS","Benthos",1988,"Size","abundance",3.84453200542474
"EBS","Benthos",1988,"Size","biomass",3.60628302268462
"EBS","Benthos",1988,"Suspension.feeder","abundance",0.0375885291649738
"EBS","Benthos",1988,"Suspension.feeder","biomass",0.00451865504015074
"EBS","Benthos",1988,"Top","abundance",0.373171707391578
"EBS","Benthos",1988,"Top","biomass",0.209832871503968
"EBS","Benthos",1990,"Deposit.feeder","abundance",0.173314052032143
"EBS","Benthos",1990,"Deposit.feeder","biomass",0.100197055672938
"EBS","Benthos",1990,"Direct.dvlpt","abundance",0.283639604448073
"EBS","Benthos",1990,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1990,"Epibenthic","abundance",0.585092946559276
"EBS","Benthos",1990,"Epibenthic","biomass",0.799276656441462
"EBS","Benthos",1990,"Lecitotrophic","abundance",0.0309464536567995
"EBS","Benthos",1990,"Lecitotrophic","biomass",NA
"EBS","Benthos",1990,"Middle","abundance",0.121714002051421
"EBS","Benthos",1990,"Middle","biomass",0.0991079306237902
"EBS","Benthos",1990,"Planktotrophic","abundance",0.696827176634538
"EBS","Benthos",1990,"Planktotrophic","biomass",NA
"EBS","Benthos",1990,"Predator","abundance",0.707038793294986
"EBS","Benthos",1990,"Predator","biomass",0.80084994650923
"EBS","Benthos",1990,"Scavenger","abundance",0
"EBS","Benthos",1990,"Scavenger","biomass",0
"EBS","Benthos",1990,"Size","abundance",3.59633398183826
"EBS","Benthos",1990,"Size","biomass",3.51854492528336
"EBS","Benthos",1990,"Suspension.feeder","abundance",0.104354366437549
"EBS","Benthos",1990,"Suspension.feeder","biomass",0.0989433145174593
"EBS","Benthos",1990,"Top","abundance",0.251464735972287
"EBS","Benthos",1990,"Top","biomass",0.101615412934748
"EBS","Benthos",1992,"Deposit.feeder","abundance",0.215070515689049
"EBS","Benthos",1992,"Deposit.feeder","biomass",0.348447449860144
"EBS","Benthos",1992,"Direct.dvlpt","abundance",0.324088916178251
"EBS","Benthos",1992,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1992,"Epibenthic","abundance",0.548764932894048
"EBS","Benthos",1992,"Epibenthic","biomass",0.290497976551806
"EBS","Benthos",1992,"Lecitotrophic","abundance",0
"EBS","Benthos",1992,"Lecitotrophic","biomass",NA
"EBS","Benthos",1992,"Middle","abundance",0.0837040167253925
"EBS","Benthos",1992,"Middle","biomass",0.0754007144297526
"EBS","Benthos",1992,"Planktotrophic","abundance",0.675911083821749
"EBS","Benthos",1992,"Planktotrophic","biomass",NA
"EBS","Benthos",1992,"Predator","abundance",0.642227382917574
"EBS","Benthos",1992,"Predator","biomass",0.549304588466345
"EBS","Benthos",1992,"Scavenger","abundance",0.0491334262981937
"EBS","Benthos",1992,"Scavenger","biomass",0.000881445570736007
"EBS","Benthos",1992,"Size","abundance",3.50485448262657
"EBS","Benthos",1992,"Size","biomass",3.53444477548768
"EBS","Benthos",1992,"Suspension.feeder","abundance",0.0923109945899071
"EBS","Benthos",1992,"Suspension.feeder","biomass",0.0754007144297526
"EBS","Benthos",1992,"Top","abundance",0.366685552959069
"EBS","Benthos",1992,"Top","biomass",0.588686327077748
"EBS","Benthos",1993,"Deposit.feeder","abundance",0.323364914083921
"EBS","Benthos",1993,"Deposit.feeder","biomass",0.3352982873064
"EBS","Benthos",1993,"Direct.dvlpt","abundance",0.390661039573924
"EBS","Benthos",1993,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1993,"Epibenthic","abundance",0.415862267056884
"EBS","Benthos",1993,"Epibenthic","biomass",0.312607555519135
"EBS","Benthos",1993,"Lecitotrophic","abundance",0.0503022625306424
"EBS","Benthos",1993,"Lecitotrophic","biomass",NA
"EBS","Benthos",1993,"Middle","abundance",0.168739661942943
"EBS","Benthos",1993,"Middle","biomass",0.158893152461763
"EBS","Benthos",1993,"Planktotrophic","abundance",0.589155655865432
"EBS","Benthos",1993,"Planktotrophic","biomass",NA
"EBS","Benthos",1993,"Predator","abundance",0.534884449395003
"EBS","Benthos",1993,"Predator","biomass",0.489502171597148
"EBS","Benthos",1993,"Scavenger","abundance",0.0428167216961561
"EBS","Benthos",1993,"Scavenger","biomass",0.0137063161269638
"EBS","Benthos",1993,"Size","abundance",3.55189367436638
"EBS","Benthos",1993,"Size","biomass",3.4818698862727
"EBS","Benthos",1993,"Suspension.feeder","abundance",0.116539874299931
"EBS","Benthos",1993,"Suspension.feeder","biomass",0.158215964978652
"EBS","Benthos",1993,"Top","abundance",0.411883265122275
"EBS","Benthos",1993,"Top","biomass",0.510240691072486
"EBS","Benthos",1995,"Deposit.feeder","abundance",0.257861932139596
"EBS","Benthos",1995,"Deposit.feeder","biomass",0.340084983003399
"EBS","Benthos",1995,"Direct.dvlpt","abundance",0.439849129429004
"EBS","Benthos",1995,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1995,"Epibenthic","abundance",0.438320572693736
"EBS","Benthos",1995,"Epibenthic","biomass",0.257545524665482
"EBS","Benthos",1995,"Lecitotrophic","abundance",0
"EBS","Benthos",1995,"Lecitotrophic","biomass",NA
"EBS","Benthos",1995,"Middle","abundance",0.140091944882941
"EBS","Benthos",1995,"Middle","biomass",0.253969348526902
"EBS","Benthos",1995,"Planktotrophic","abundance",0.555718333494224
"EBS","Benthos",1995,"Planktotrophic","biomass",NA
"EBS","Benthos",1995,"Predator","abundance",0.533918841001814
"EBS","Benthos",1995,"Predator","biomass",0.372319892426776
"EBS","Benthos",1995,"Scavenger","abundance",0.0566012272981945
"EBS","Benthos",1995,"Scavenger","biomass",0.0127051293066415
"EBS","Benthos",1995,"Size","abundance",3.46964419478402
"EBS","Benthos",1995,"Size","biomass",3.4182075687587
"EBS","Benthos",1995,"Suspension.feeder","abundance",0.116470427360425
"EBS","Benthos",1995,"Suspension.feeder","biomass",0.253963487165342
"EBS","Benthos",1995,"Top","abundance",0.426799779464011
"EBS","Benthos",1995,"Top","biomass",0.503594737025791
"EBS","Benthos",1996,"Deposit.feeder","abundance",0.324752379669155
"EBS","Benthos",1996,"Deposit.feeder","biomass",0.449802406886669
"EBS","Benthos",1996,"Direct.dvlpt","abundance",0.459957399555922
"EBS","Benthos",1996,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1996,"Epibenthic","abundance",0.3729683892242
"EBS","Benthos",1996,"Epibenthic","biomass",0.0608882627715578
"EBS","Benthos",1996,"Lecitotrophic","abundance",0.0474845832887462
"EBS","Benthos",1996,"Lecitotrophic","biomass",NA
"EBS","Benthos",1996,"Middle","abundance",0.168600621940806
"EBS","Benthos",1996,"Middle","biomass",0.370457466770744
"EBS","Benthos",1996,"Planktotrophic","abundance",0.491463089421616
"EBS","Benthos",1996,"Planktotrophic","biomass",NA
"EBS","Benthos",1996,"Predator","abundance",0.510733404510942
"EBS","Benthos",1996,"Predator","biomass",0.140903549044337
"EBS","Benthos",1996,"Scavenger","abundance",0.0552271665420896
"EBS","Benthos",1996,"Scavenger","biomass",0.0431224883372658
"EBS","Benthos",1996,"Size","abundance",3.58537209720384
"EBS","Benthos",1996,"Size","biomass",3.34503957394316
"EBS","Benthos",1996,"Suspension.feeder","abundance",0.117567721503413
"EBS","Benthos",1996,"Suspension.feeder","biomass",0.369150050920263
"EBS","Benthos",1996,"Top","abundance",0.454920507721071
"EBS","Benthos",1996,"Top","biomass",0.564929191072885
"EBS","Benthos",1997,"Deposit.feeder","abundance",0.264026207731025
"EBS","Benthos",1997,"Deposit.feeder","biomass",0.262940046885131
"EBS","Benthos",1997,"Direct.dvlpt","abundance",0.467720251931962
"EBS","Benthos",1997,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1997,"Epibenthic","abundance",0.424195425482639
"EBS","Benthos",1997,"Epibenthic","biomass",0.254983640329617
"EBS","Benthos",1997,"Lecitotrophic","abundance",0
"EBS","Benthos",1997,"Lecitotrophic","biomass",NA
"EBS","Benthos",1997,"Middle","abundance",0.112191334765199
"EBS","Benthos",1997,"Middle","biomass",0.209766296701579
"EBS","Benthos",1997,"Planktotrophic","abundance",0.513592793449671
"EBS","Benthos",1997,"Planktotrophic","biomass",NA
"EBS","Benthos",1997,"Predator","abundance",0.547397759887499
"EBS","Benthos",1997,"Predator","biomass",0.3151399093325
"EBS","Benthos",1997,"Scavenger","abundance",0.0681893381663349
"EBS","Benthos",1997,"Scavenger","biomass",0.19013005583549
"EBS","Benthos",1997,"Size","abundance",3.44235164090402
"EBS","Benthos",1997,"Size","biomass",3.46581706903601
"EBS","Benthos",1997,"Suspension.feeder","abundance",0.116023739660309
"EBS","Benthos",1997,"Suspension.feeder","biomass",0.193573830586524
"EBS","Benthos",1997,"Top","abundance",0.453754846623026
"EBS","Benthos",1997,"Top","biomass",0.534274455865133
"EBS","Benthos",1998,"Deposit.feeder","abundance",0.452123389502448
"EBS","Benthos",1998,"Deposit.feeder","biomass",0.441531130876747
"EBS","Benthos",1998,"Direct.dvlpt","abundance",0.430226361999981
"EBS","Benthos",1998,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1998,"Epibenthic","abundance",0.314985885236806
"EBS","Benthos",1998,"Epibenthic","biomass",0.0817090216010165
"EBS","Benthos",1998,"Lecitotrophic","abundance",0.128555566412952
"EBS","Benthos",1998,"Lecitotrophic","biomass",NA
"EBS","Benthos",1998,"Middle","abundance",0.227543660415769
"EBS","Benthos",1998,"Middle","biomass",0.433163913595934
"EBS","Benthos",1998,"Planktotrophic","abundance",0.441218071587066
"EBS","Benthos",1998,"Planktotrophic","biomass",NA
"EBS","Benthos",1998,"Predator","abundance",0.420593748835363
"EBS","Benthos",1998,"Predator","biomass",0.0878780177890724
"EBS","Benthos",1998,"Scavenger","abundance",0.038355880214991
"EBS","Benthos",1998,"Scavenger","biomass",0.0396251588310038
"EBS","Benthos",1998,"Size","abundance",3.89457754532326
"EBS","Benthos",1998,"Size","biomass",3.30933060503489
"EBS","Benthos",1998,"Suspension.feeder","abundance",0.0884654557192032
"EBS","Benthos",1998,"Suspension.feeder","biomass",0.430965692503177
"EBS","Benthos",1998,"Top","abundance",0.462351175490263
"EBS","Benthos",1998,"Top","biomass",0.510184242146822
"EBS","Benthos",1999,"Deposit.feeder","abundance",0.515532397474757
"EBS","Benthos",1999,"Deposit.feeder","biomass",0.552333979941393
"EBS","Benthos",1999,"Direct.dvlpt","abundance",0.292928057110696
"EBS","Benthos",1999,"Direct.dvlpt","biomass",NA
"EBS","Benthos",1999,"Epibenthic","abundance",0.308227371292697
"EBS","Benthos",1999,"Epibenthic","biomass",0.048834480183496
"EBS","Benthos",1999,"Lecitotrophic","abundance",0.16595015581659
"EBS","Benthos",1999,"Lecitotrophic","biomass",NA
"EBS","Benthos",1999,"Middle","abundance",0.300542597729874
"EBS","Benthos",1999,"Middle","biomass",0.4735260308316
"EBS","Benthos",1999,"Planktotrophic","abundance",0.538150336509889
"EBS","Benthos",1999,"Planktotrophic","biomass",NA
"EBS","Benthos",1999,"Predator","abundance",0.370401080132475
"EBS","Benthos",1999,"Predator","biomass",0.0509748226382888
"EBS","Benthos",1999,"Scavenger","abundance",0
"EBS","Benthos",1999,"Scavenger","biomass",0
"EBS","Benthos",1999,"Size","abundance",3.94696591864101
"EBS","Benthos",1999,"Size","biomass",3.55692355116206
"EBS","Benthos",1999,"Suspension.feeder","abundance",0.116354593208963
"EBS","Benthos",1999,"Suspension.feeder","biomass",0.389729250072228
"EBS","Benthos",1999,"Top","abundance",0.372197740214134
"EBS","Benthos",1999,"Top","biomass",0.478135833595966
"EBS","Benthos",2000,"Deposit.feeder","abundance",0.163463649478462
"EBS","Benthos",2000,"Deposit.feeder","biomass",0.00252877237851662
"EBS","Benthos",2000,"Direct.dvlpt","abundance",0.255935667870051
"EBS","Benthos",2000,"Direct.dvlpt","biomass",NA
"EBS","Benthos",2000,"Epibenthic","abundance",0.626146602157792
"EBS","Benthos",2000,"Epibenthic","biomass",0.995201535508637
"EBS","Benthos",2000,"Lecitotrophic","abundance",0
"EBS","Benthos",2000,"Lecitotrophic","biomass",NA
"EBS","Benthos",2000,"Middle","abundance",0.186926698921104
"EBS","Benthos",2000,"Middle","biomass",0.00239923224568138
"EBS","Benthos",2000,"Planktotrophic","abundance",0.744064332129948
"EBS","Benthos",2000,"Planktotrophic","biomass",NA
"EBS","Benthos",2000,"Predator","abundance",0.671692521664097
"EBS","Benthos",2000,"Predator","biomass",0.995367647058824
"EBS","Benthos",2000,"Scavenger","abundance",0
"EBS","Benthos",2000,"Scavenger","biomass",0
"EBS","Benthos",2000,"Size","abundance",3.47159602223484
"EBS","Benthos",2000,"Size","biomass",3.58170303586062
"EBS","Benthos",2000,"Suspension.feeder","abundance",0.163463649478462
"EBS","Benthos",2000,"Suspension.feeder","biomass",0.00208120204603581
"EBS","Benthos",2000,"Top","abundance",0.186926698921104
"EBS","Benthos",2000,"Top","biomass",0.00239923224568138
"EBS","Benthos",2001,"Deposit.feeder","abundance",0
"EBS","Benthos",2001,"Deposit.feeder","biomass",0
"EBS","Benthos",2001,"Direct.dvlpt","abundance",0
"EBS","Benthos",2001,"Direct.dvlpt","biomass",NA
"EBS","Benthos",2001,"Epibenthic","abundance",1
"EBS","Benthos",2001,"Epibenthic","biomass",1
"EBS","Benthos",2001,"Lecitotrophic","abundance",0
"EBS","Benthos",2001,"Lecitotrophic","biomass",NA
"EBS","Benthos",2001,"Middle","abundance",0
"EBS","Benthos",2001,"Middle","biomass",0
"EBS","Benthos",2001,"Planktotrophic","abundance",1
"EBS","Benthos",2001,"Planktotrophic","biomass",NA
"EBS","Benthos",2001,"Predator","abundance",1
"EBS","Benthos",2001,"Predator","biomass",1
"EBS","Benthos",2001,"Scavenger","abundance",0
"EBS","Benthos",2001,"Scavenger","biomass",0
"EBS","Benthos",2001,"Size","abundance",3.58351893845611
"EBS","Benthos",2001,"Size","biomass",3.58351893845611
"EBS","Benthos",2001,"Suspension.feeder","abundance",0
"EBS","Benthos",2001,"Suspension.feeder","biomass",0
"EBS","Benthos",2001,"Top","abundance",0
"EBS","Benthos",2001,"Top","biomass",0
"EBS","Benthos",2002,"Deposit.feeder","abundance",0.458694892069001
"EBS","Benthos",2002,"Deposit.feeder","biomass",0.473955547524395
"EBS","Benthos",2002,"Direct.dvlpt","abundance",0.305135187847595
"EBS","Benthos",2002,"Direct.dvlpt","biomass",NA
"EBS","Benthos",2002,"Epibenthic","abundance",0.39390293861449
"EBS","Benthos",2002,"Epibenthic","biomass",0.450557103064067
"EBS","Benthos",2002,"Lecitotrophic","abundance",0.220152399438104
"EBS","Benthos",2002,"Lecitotrophic","biomass",NA
"EBS","Benthos",2002,"Middle","abundance",0.303048530692755
"EBS","Benthos",2002,"Middle","biomass",0.274721448467967
"EBS","Benthos",2002,"Planktotrophic","abundance",0.529310828885407
"EBS","Benthos",2002,"Planktotrophic","biomass",NA
"EBS","Benthos",2002,"Predator","abundance",0.427012812710235
"EBS","Benthos",2002,"Predator","biomass",0.455038300835655
"EBS","Benthos",2002,"Scavenger","abundance",0
"EBS","Benthos",2002,"Scavenger","biomass",0
"EBS","Benthos",2002,"Size","abundance",3.82359886593476
"EBS","Benthos",2002,"Size","biomass",3.7111907153286
"EBS","Benthos",2002,"Suspension.feeder","abundance",0.0653524978951462
"EBS","Benthos",2002,"Suspension.feeder","biomass",0.121124651810585
"EBS","Benthos",2002,"Top","abundance",0.303048530692755
"EBS","Benthos",2002,"Top","biomass",0.274721448467967
"EBS","Benthos",2003,"Deposit.feeder","abundance",0.058736854854944
"EBS","Benthos",2003,"Deposit.feeder","biomass",0.00277674935209182
"EBS","Benthos",2003,"Direct.dvlpt","abundance",0.106356360208838
